# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr  1 18:53:37 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,1,1,,,,,330.0000000000,,,0,18.64700000,,,0,1.66400000,,,0,2543.00000000,1271.00000000,-636.00000000,0,8.00000000,4.00000000,-2.00000000,0,Mass,,,,,1800.00,200.00,-100.00,0,4060.00,300.00,-200.00,0,1.352000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.13500000,1.33200000,-1.30700000,12.0572000,0.0022750,-0.0022750
24 Boo b,24 Boo,1,1,1,30.33000000000,0.00000000000,-0.01000000000,0,0.1940000000,0.0000000000,0.0000000000,0,,,,,,,,,280.64248338,11.44182265,-13.66662150,0,0.88300000,0.03600000,-0.04300000,0,Msini,0.032000,0.039000,-0.023000,0,,,,,4816.00,,,0,12.190000,1.450000,-1.280000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.98630000,0.63685000,-0.63685000,5.3339000,0.0019998,-0.0019998
24 Boo b,24 Boo,0,1,1,30.35060000000,0.00780000000,-0.00770000000,0,0.1900000000,0.0120000000,-0.0090000000,0,,,,,,,,,289.22530000,41.31790000,-31.78300000,0,0.91000000,0.13000000,-0.10000000,0,Msini,0.042000,0.048000,-0.029000,0,,,,,4893.00,15.00,-15.00,0,10.640000,0.840000,-0.590000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.98630000,0.63685000,-0.63685000,5.3339000,0.0019998,-0.0019998
24 Sex b,24 Sex,1,1,2,452.80000000000,2.10000000000,-4.50000000000,0,1.3330000000,0.0040000000,-0.0090000000,0,,,,,,,,,632.46000000,82.63000000,-120.77000000,0,1.99000000,0.26000000,-0.38000000,0,Msini,0.090000,0.140000,-0.060000,0,,,,,5098.00,44.00,-44.00,0,4.900000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.06910000,0.68540000,-0.67280000,6.2037400,0.0004976,-0.0004976
24 Sex c,24 Sex,1,1,2,883.00000000000,32.40000000000,-13.80000000000,0,2.0800000000,0.0500000000,-0.0200000000,0,,,,,,,,,273.32000000,111.24000000,-69.92000000,0,0.86000000,0.35000000,-0.22000000,0,Msini,0.290000,0.160000,-0.090000,0,,,,,5098.00,44.00,-44.00,0,4.900000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.06910000,0.68540000,-0.67280000,6.2037400,0.0004976,-0.0004976
2M0437 b,2MASS J04372171+2651014,1,1,1,,,,,118.0000000000,1.3000000000,-1.3000000000,0,,,,,,,,,1271.31362800,317.82840700,-317.82840700,0,4.00000000,1.00000000,-1.00000000,0,Mass,,,,,1450.00,50.00,-50.00,0,3100.00,100.00,-100.00,0,0.840000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,128.48400000,1.19600000,-1.17400000,14.3374000,0.0007720,-0.0007720
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,1,2,1,,,,,84.0000000000,,,0,,,,,,,,,4131.79000000,317.83000000,-317.83000000,0,13.00000000,1.00000000,-1.00000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,,,,,,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,0,1,1,,,,,,,,,11.20900000,,,0,1.00000000,,,0,,,,,,,,,,,,,,1600.00,100.00,-100.00,0,3309.00,157.00,-157.00,0,0.366450,0.011155,-0.011155,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.82810000,0.08640000,-0.08600000,12.9025000,0.0011510,-0.0011510
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,1,,,,,52.0000000000,6.0000000000,-6.0000000000,0,,,,,,,,,7786.50000000,794.50000000,-794.50000000,0,24.50000000,2.50000000,-2.50000000,0,Mass,,,,,,,,,3530.00,50.00,-50.00,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.82810000,0.08640000,-0.08600000,12.9025000,0.0011510,-0.0011510
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,1,,,,,156.0000000000,10.0000000000,-10.0000000000,0,16.14096000,0.33627000,-0.33627000,0,1.44000000,0.03000000,-0.03000000,0,4417.83700000,349.61300000,-349.61300000,0,13.90000000,1.10000000,-1.10000000,0,Mass,,,,,,,,,3064.00,76.00,-76.00,0,0.281000,0.013000,-0.013000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,,,,15.0123000,0.0006240,-0.0006240
2MASS J0249-0557 c,2MASS J0249-0557 A,1,2,1,,,,,1950.0000000000,200.0000000000,-200.0000000000,0,,,,,,,,,3686.80952120,413.17692910,-317.82840700,0,11.60000000,1.30000000,-1.00000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,66.06130000,0.45430000,-0.44820000,15.6894000,0.0012240,-0.0012240
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,1,,,,,572.0000000000,7.0000000000,-7.0000000000,0,,,,,,,,,5720.91132600,317.82840700,-317.82840700,0,18.00000000,1.00000000,-1.00000000,0,Mass,,,,,2369.00,21.00,-5.00,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759,117.43500000,2.32000000,-2.23300000,16.9967000,0.0010820,-0.0010820
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,1,,,,,15.0000000000,,,0,,,,,,,,,2383.60000000,794.50000000,-794.50000000,0,7.50000000,2.50000000,-2.50000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,,,,18.9668000,0.0068330,-0.0068330
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,1,,,,,266.0000000000,8.0000000000,-8.0000000000,0,,,,,,,,,8899.19539600,3178.28407000,-2224.79884900,0,28.00000000,10.00000000,-7.00000000,0,Mass,,,,,2677.00,78.00,-76.00,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m19.09s,165.3295388,-77d32m38.73s,-77.5440912,,,,18.3299000,0.0022940,-0.0022940
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,1,,,,,587.0000000000,2.0000000000,-2.0000000000,0,,,,,,,,,6356.56814000,317.82840700,-317.82840700,0,20.00000000,1.00000000,-1.00000000,0,Mass,,,,,2506.00,2.00,-2.00,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h55m04.60s,178.7691634,-79d19m11.12s,-79.3197558,100.86200000,0.60300000,-0.59600000,14.8180000,0.0017250,-0.0017250
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,1,,,,,,,,,15.69257298,0.33626942,-0.44835923,0,1.40000000,0.03000000,-0.04000000,0,1652.70771640,190.69704420,-222.47988490,0,5.20000000,0.60000000,-0.70000000,0,Mass,,,,,1163.00,23.00,-21.00,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.30800000,0.65690000,-0.64400000,17.4076000,0.0021540,-0.0021540
2MASS J12073346-3932539 b,2MASS J12073346-3932539,0,1,1,,,,,46.0000000000,5.0000000000,-5.0000000000,0,,,,,,,,,1271.00000000,318.00000000,-318.00000000,0,4.00000000,1.00000000,-1.00000000,0,Mass,,,,,1150.00,150.00,-150.00,0,2825.00,157.00,-157.00,0,0.218870,0.006976,-0.006976,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.30800000,0.65690000,-0.64400000,17.4076000,0.0021540,-0.0021540
2MASS J12073346-3932539 b,2MASS J12073346-3932539,0,1,1,,,,,55.0000000000,,,0,,,,,,,,,1589.15000000,635.66000000,-635.66000000,0,5.00000000,2.00000000,-2.00000000,0,Mass,,,,,1250.00,200.00,-200.00,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.30800000,0.65690000,-0.64400000,17.4076000,0.0021540,-0.0021540
2MASS J19383260+4603591 b,2MASS J19383260+4603591,0,2,3,416.00000000000,2.00000000000,-2.00000000000,0,0.9200000000,0.0200000000,-0.0200000000,0,,,,,,,,,603.87700000,31.78300000,-31.78300000,0,1.90000000,0.10000000,-0.10000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.33200000,6.38850000,-6.38850000,12.1376000,0.0036870,-0.0036870
2MASS J19383260+4603591 b,2MASS J19383260+4603591,1,2,3,406.00000000000,4.00000000000,-4.00000000000,0,,,,,,,,,,,,,591.16083702,15.89142035,-15.89142035,0,1.86000000,0.05000000,-0.05000000,0,Msini,0.330000,0.050000,-0.050000,0,,,,,29564.00,,,0,0.203000,0.001000,-0.001000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.33200000,6.38850000,-6.38850000,12.1376000,0.0036870,-0.0036870
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,1,,,,,7493.0000000000,11.0000000000,-11.0000000000,0,,,,,,,,,3813.94088400,317.82840700,-317.82840700,0,12.00000000,1.00000000,-1.00000000,0,Mass,,,,,1616.00,32.00,-3.00,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h25m27.91s,321.3662989,-81d38m29.36s,-81.6414894,34.11540000,0.08110000,-0.08070000,10.8133000,0.0020880,-0.0020880
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,1,,,,,230.0000000000,20.0000000000,-20.0000000000,0,,,,,,,,,3972.87500000,476.74500000,-476.74500000,0,12.50000000,1.50000000,-1.50000000,0,Mass,,,,,,,,,4045.00,35.00,-35.00,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h36m24.62s,339.1025931,+47d51m42.06s,47.8616830,69.57370000,0.15920000,-0.15850000,11.9484000,0.0007370,-0.0007370
2MASS J22501512+2325342 b,2MASS J22501512+2325342,1,1,1,,,,,518.0000000000,40.0000000000,-40.0000000000,0,,,,,,,,,9534.85221000,3496.11247700,-1271.31362800,0,30.00000000,11.00000000,-4.00000000,0,Mass,,,,,1600.00,200.00,-200.00,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h50m15.22s,342.5634097,+23d25m33.26s,23.4259058,57.23090000,0.14370000,-0.14290000,13.5759000,0.0011430,-0.0011430
4 UMa b,4 UMa,1,1,1,270.27000000000,0.24000000000,-0.09000000000,0,0.8770000000,0.0010000000,0.0000000000,0,,,,,,,,,2511.48007211,63.24785299,-120.13913785,0,7.90200000,0.19900000,-0.37800000,0,Msini,0.453000,0.021000,-0.036000,0,,,,,4415.00,70.00,-70.00,0,18.110000,1.470000,-1.470000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.46030000,1.18605000,-1.18605000,4.2377300,0.0047288,-0.0047288
4 UMa b,4 UMa,0,1,1,269.30000000000,1.96000000000,-1.96000000000,0,0.8700000000,0.0400000000,-0.0400000000,0,,,,,,,,,2256.50000000,508.50000000,-508.50000000,0,7.10000000,1.60000000,-1.60000000,0,Msini,0.432000,0.024000,-0.024000,0,,,,,4415.00,70.00,-70.00,0,18.110000,1.470000,-1.470000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.46030000,1.18605000,-1.18605000,4.2377300,0.0047288,-0.0047288
47 UMa b,47 UMa,0,1,3,1076.60000000000,2.30000000000,-2.30000000000,0,2.1000000000,0.0220000000,-0.0220000000,0,,,,,,,,,778.68350000,31.78300000,-31.78300000,0,2.45000000,0.10000000,-0.10000000,0,Msini,0.012000,0.023000,-0.023000,0,,,,,5882.00,44.00,-44.00,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa b,47 UMa,0,1,3,1076.06000000000,1.50000000000,-0.93000000000,0,2.1040000000,0.0390000000,-0.0400000000,0,,,,,,,,,792.00000000,34.00000000,-33.00000000,0,2.49191067,0.10697596,-0.10382961,0,Msini,0.030000,0.008000,-0.008000,0,,,,,5880.00,,,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa b,47 UMa,0,1,3,1100.80000000000,7.20000000000,-7.20000000000,0,2.1100000000,,,0,,,,,,,,,877.17000000,31.78000000,-31.78000000,0,2.76000000,0.10000000,-0.10000000,0,Msini,0.097000,0.039000,-0.039000,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa b,47 UMa,1,1,3,1078.00000000000,2.00000000000,-2.00000000000,0,2.1000000000,0.0200000000,-0.0200000000,0,,,,,,,,,804.08000000,22.25000000,-19.07000000,0,2.53000000,0.07000000,-0.06000000,0,Msini,0.032000,0.014000,-0.014000,0,,,,,5872.00,92.94,-113.53,0,1.213340,0.038883,-0.058353,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa b,47 UMa,0,1,3,1076.60000000000,1.30000000000,-1.10000000000,0,2.0590000000,0.0310000000,-0.0320000000,0,,,,,,,,,774.86565627,27.01541459,-27.01541459,0,2.43800000,0.08500000,-0.08500000,0,Msini,0.016000,0.007600,-0.008000,0,,,,,5829.16,94.78,-94.78,0,1.136537,0.026526,-0.026526,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa b,47 UMa,0,1,3,1083.20000000000,1.80000000000,-1.80000000000,0,2.1100000000,0.0400000000,-0.0400000000,0,,,,,,,,,826.32000000,41.32000000,-41.32000000,0,2.60000000,0.13000000,-0.13000000,0,Msini,0.049000,0.014000,-0.014000,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa c,47 UMa,1,1,3,2391.00000000000,100.00000000000,-87.00000000000,0,3.6000000000,0.1000000000,-0.1000000000,0,,,,,,,,,171.62100000,20.97600000,-23.20100000,0,0.54000000,0.06600000,-0.07300000,0,Msini,0.098000,0.047000,-0.096000,0,,,,,5872.00,92.94,-113.53,0,1.213340,0.038883,-0.058353,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa c,47 UMa,0,1,3,7586.00000000000,727.00000000000,-727.00000000000,0,7.7300000000,0.5800000000,-0.5800000000,0,,,,,,,,,425.87000000,69.92000000,-69.92000000,0,1.34000000,0.22000000,-0.22000000,0,Msini,0.005000,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa c,47 UMa,0,1,3,2265.00000000000,15.00000000000,-15.00000000000,0,3.4530000000,0.0650000000,-0.0670000000,0,,,,,,,,,164.00000000,12.00000000,-12.00000000,0,0.51600171,0.03775622,-0.03775622,0,Msini,0.247000,0.086000,-0.150000,0,,,,,5880.00,,,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa c,47 UMa,0,1,3,2287.00000000000,19.00000000000,-16.00000000000,0,3.4040000000,0.0540000000,-0.0560000000,0,,,,,,,,,157.96071828,10.17050902,-9.53485221,0,0.49700000,0.03200000,-0.03000000,0,Msini,0.179000,0.090000,-0.092000,0,,,,,5829.16,94.78,-94.78,0,1.136537,0.026526,-0.026526,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa d,47 UMa,1,1,3,14002.00000000000,4018.00000000000,-5095.00000000000,0,11.6000000000,2.1000000000,-2.9000000000,0,,,,,,,,,521.22000000,92.17000000,-152.55000000,0,1.64000000,0.29000000,-0.48000000,0,Msini,0.160000,0.090000,-0.160000,0,,,,,5872.00,92.94,-113.53,0,1.213340,0.038883,-0.058353,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
47 UMa d,47 UMa,0,1,3,19000.00000000000,11000.00000000000,-4000.00000000000,0,13.8000000000,4.8000000000,-2.1000000000,0,,,,,,,,,479.92089457,69.92224954,-54.03082919,0,1.51000000,0.22000000,-0.17000000,0,Msini,0.380000,0.160000,-0.150000,0,,,,,5829.16,94.78,-94.78,0,1.136537,0.026526,-0.026526,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,4.8783700,0.0038294,-0.0038294
51 Eri b,51 Eri,1,3,1,9100.00000000000,1100.00000000000,-1500.00000000000,0,10.4000000000,0.8000000000,-1.1000000000,0,,,,,,,,,3464.32963630,,,1,10.90000000,,,1,Mass,0.570000,0.080000,-0.060000,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.75750000,0.12130000,-0.12030000,5.1580600,0.0023075,-0.0023075
51 Eri b,51 Eri,0,3,1,11688.00000000000,6209.25000000000,-3287.25000000000,0,12.0000000000,4.0000000000,-2.0000000000,0,,,,,,,,,,,,,,,,,,0.450000,0.100000,-0.150000,0,,,,,7295.00,120.09,-98.99,0,1.487260,0.045434,-0.055079,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.75750000,0.12130000,-0.12030000,5.1580600,0.0023075,-0.0023075
